"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 08:11:36 GMT 2024","Sun Apr 07 08:11:36 GMT 2024","27","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:11:26 GMT 2024","Sun Apr 07 08:11:26 GMT 2024","18","tests.backend","test_build","TestBuild","","","Проверка невозможность создания билда с пустым телом","Тест проверяет невозможность создания билда c пустым телом"
"passed","Sun Apr 07 08:11:10 GMT 2024","Sun Apr 07 08:11:11 GMT 2024","545","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:12:32 GMT 2024","Sun Apr 07 08:12:32 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:11:46 GMT 2024","Sun Apr 07 08:11:46 GMT 2024","92","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:12:27 GMT 2024","Sun Apr 07 08:12:27 GMT 2024","35","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:12:17 GMT 2024","Sun Apr 07 08:12:17 GMT 2024","8","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта с пустым телом","Тест проверяет невозможность создания проекта c пустым телом"
"passed","Sun Apr 07 08:12:07 GMT 2024","Sun Apr 07 08:12:07 GMT 2024","33","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:11:16 GMT 2024","Sun Apr 07 08:11:16 GMT 2024","46","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:11:21 GMT 2024","Sun Apr 07 08:11:21 GMT 2024","36","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:11:41 GMT 2024","Sun Apr 07 08:11:41 GMT 2024","57","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:12:22 GMT 2024","Sun Apr 07 08:12:22 GMT 2024","22","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:11:31 GMT 2024","Sun Apr 07 08:11:31 GMT 2024","47","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:12:02 GMT 2024","Sun Apr 07 08:12:02 GMT 2024","23","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:11:52 GMT 2024","Sun Apr 07 08:11:52 GMT 2024","53","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:11:57 GMT 2024","Sun Apr 07 08:11:57 GMT 2024","38","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:12:12 GMT 2024","Sun Apr 07 08:12:12 GMT 2024","26","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
