"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 18:17:45 GMT 2024","Sun Apr 07 18:17:52 GMT 2024","6488","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_name[chromium]",""
"passed","Sun Apr 07 18:18:54 GMT 2024","Sun Apr 07 18:19:01 GMT 2024","7125","tests.frontend","test_e2e_project","","","","test_create_project_with_nonlatin_id[chromium]",""
"passed","Sun Apr 07 18:16:18 GMT 2024","Sun Apr 07 18:16:22 GMT 2024","3871","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_id[webkit]",""
"passed","Sun Apr 07 18:12:47 GMT 2024","Sun Apr 07 18:12:47 GMT 2024","26","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 18:15:26 GMT 2024","Sun Apr 07 18:15:32 GMT 2024","6354","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_name[firefox]",""
"passed","Sun Apr 07 18:14:07 GMT 2024","Sun Apr 07 18:14:12 GMT 2024","5426","tests.frontend","test_e2e_build","","","","Проверка создания билда UI","Тест проверяет создание нового билда через UI"
"passed","Sun Apr 07 18:18:45 GMT 2024","Sun Apr 07 18:18:48 GMT 2024","2795","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_id[webkit]",""
"passed","Sun Apr 07 18:19:20 GMT 2024","Sun Apr 07 18:19:23 GMT 2024","2781","tests.frontend","test_e2e_project","","","","test_create_project_with_nonlatin_id[webkit]",""
"passed","Sun Apr 07 18:19:29 GMT 2024","Sun Apr 07 18:19:34 GMT 2024","4893","tests.frontend","test_header","","","","Проверка футера",""
"passed","Sun Apr 07 18:14:59 GMT 2024","Sun Apr 07 18:15:03 GMT 2024","4790","tests.frontend","test_e2e_build","","","","Проверка удаления билда UI","Тест проверяет удаление билда через UI"
"passed","Sun Apr 07 18:18:19 GMT 2024","Sun Apr 07 18:18:26 GMT 2024","6195","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_id[chromium]",""
"passed","Sun Apr 07 18:12:37 GMT 2024","Sun Apr 07 18:12:37 GMT 2024","37","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 18:12:16 GMT 2024","Sun Apr 07 18:12:16 GMT 2024","29","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 18:13:12 GMT 2024","Sun Apr 07 18:13:12 GMT 2024","23","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 18:15:09 GMT 2024","Sun Apr 07 18:15:18 GMT 2024","9242","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_name[chromium]",""
"passed","Sun Apr 07 18:16:45 GMT 2024","Sun Apr 07 18:16:51 GMT 2024","6064","tests.frontend","test_e2e_project","","","","Проверка создания проекта UI","Тест проверяет создание нового проекта через UI"
"passed","Sun Apr 07 18:13:07 GMT 2024","Sun Apr 07 18:13:07 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 18:15:49 GMT 2024","Sun Apr 07 18:15:58 GMT 2024","8958","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_id[chromium]",""
"passed","Sun Apr 07 18:16:28 GMT 2024","Sun Apr 07 18:16:37 GMT 2024","8881","tests.frontend","test_e2e_project","","","","Проверка создания проекта UI","Тест проверяет создание нового проекта через UI"
"passed","Sun Apr 07 18:18:11 GMT 2024","Sun Apr 07 18:18:14 GMT 2024","2774","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_name[webkit]",""
"passed","Sun Apr 07 18:17:36 GMT 2024","Sun Apr 07 18:17:39 GMT 2024","3607","tests.frontend","test_e2e_project","","","","Проверка удаления проекта UI","Тест проверяет удаление проекта через UI"
"passed","Sun Apr 07 18:13:51 GMT 2024","Sun Apr 07 18:13:58 GMT 2024","7337","tests.frontend","test_e2e_build","","","","Проверка создания билда UI","Тест проверяет создание нового билда через UI"
"passed","Sun Apr 07 18:15:39 GMT 2024","Sun Apr 07 18:15:43 GMT 2024","3849","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_name[webkit]",""
"passed","Sun Apr 07 18:11:56 GMT 2024","Sun Apr 07 18:11:56 GMT 2024","36","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 18:19:41 GMT 2024","Sun Apr 07 18:19:45 GMT 2024","3933","tests.frontend","test_header","","","","Проверка футера",""
