"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 19:00:04 GMT 2024","Sun Apr 07 19:00:10 GMT 2024","6149","tests.frontend","test_e2e_build","","","","Проверка создания билда UI","Тест проверяет создание нового билда через UI"
"passed","Sun Apr 07 19:05:02 GMT 2024","Sun Apr 07 19:05:07 GMT 2024","5141","tests.frontend","test_e2e_project","","","","test_create_project_with_nonlatin_id[firefox]",""
"passed","Sun Apr 07 18:59:15 GMT 2024","Sun Apr 07 18:59:41 GMT 2024","26008","tests.frontend","test_e2e_build","","","","Проверка создания билда UI","Тест проверяет создание нового билда через UI"
"passed","Sun Apr 07 19:04:40 GMT 2024","Sun Apr 07 19:04:43 GMT 2024","2811","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_id[webkit]",""
"passed","Sun Apr 07 18:57:58 GMT 2024","Sun Apr 07 18:57:58 GMT 2024","55","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 19:02:40 GMT 2024","Sun Apr 07 19:02:46 GMT 2024","6060","tests.frontend","test_e2e_project","","","","Проверка создания проекта UI","Тест проверяет создание нового проекта через UI"
"passed","Sun Apr 07 18:59:04 GMT 2024","Sun Apr 07 18:59:04 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 18:58:18 GMT 2024","Sun Apr 07 18:58:18 GMT 2024","38","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 18:58:28 GMT 2024","Sun Apr 07 18:58:28 GMT 2024","52","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 19:03:31 GMT 2024","Sun Apr 07 19:03:34 GMT 2024","3345","tests.frontend","test_e2e_project","","","","Проверка удаления проекта UI","Тест проверяет удаление проекта через UI"
