"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 19:32:39 GMT 2024","Sun Apr 07 19:32:45 GMT 2024","5081","tests.frontend","test_e2e_project","","","","test_create_project_with_empty_name[firefox]",""
"passed","Sun Apr 07 19:34:33 GMT 2024","Sun Apr 07 19:34:35 GMT 2024","2522","tests.frontend","test_header","","","","Проверка футера",""
"passed","Sun Apr 07 19:34:01 GMT 2024","Sun Apr 07 19:34:04 GMT 2024","2912","tests.frontend","test_e2e_project","","","","test_create_project_with_nonlatin_id[webkit]",""
"passed","Sun Apr 07 19:27:08 GMT 2024","Sun Apr 07 19:27:08 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 19:29:55 GMT 2024","Sun Apr 07 19:30:01 GMT 2024","6318","tests.frontend","test_e2e_build","","","","test_create_build_with_empty_name[firefox]",""
"passed","Sun Apr 07 19:34:22 GMT 2024","Sun Apr 07 19:34:25 GMT 2024","3931","tests.frontend","test_header","","","","Проверка футера",""
"passed","Sun Apr 07 19:27:18 GMT 2024","Sun Apr 07 19:27:18 GMT 2024","29","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 19:27:45 GMT 2024","Sun Apr 07 19:28:08 GMT 2024","22757","tests.frontend","test_e2e_build","","","","Проверка создания билда UI","Тест проверяет создание нового билда через UI"
"passed","Sun Apr 07 19:29:14 GMT 2024","Sun Apr 07 19:29:21 GMT 2024","7227","tests.frontend","test_e2e_build","","","","Проверка удаления билда UI","Тест проверяет удаление билда через UI"
"passed","Sun Apr 07 19:31:24 GMT 2024","Sun Apr 07 19:31:30 GMT 2024","6083","tests.frontend","test_e2e_project","","","","Проверка создания проекта UI","Тест проверяет создание нового проекта через UI"
