"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 09:15:36 GMT 2024","Sun Apr 07 09:15:36 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 09:15:11 GMT 2024","Sun Apr 07 09:15:11 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 09:15:05 GMT 2024","Sun Apr 07 09:15:06 GMT 2024","63","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 09:14:30 GMT 2024","Sun Apr 07 09:14:30 GMT 2024","38","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 09:14:24 GMT 2024","Sun Apr 07 09:14:25 GMT 2024","51","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 09:14:45 GMT 2024","Sun Apr 07 09:14:45 GMT 2024","30","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 09:15:00 GMT 2024","Sun Apr 07 09:15:00 GMT 2024","63","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 09:15:21 GMT 2024","Sun Apr 07 09:15:21 GMT 2024","20","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 09:14:55 GMT 2024","Sun Apr 07 09:14:55 GMT 2024","90","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 09:15:26 GMT 2024","Sun Apr 07 09:15:26 GMT 2024","8","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта с пустым телом","Тест проверяет невозможность создания проекта c пустым телом"
"passed","Sun Apr 07 09:14:35 GMT 2024","Sun Apr 07 09:14:35 GMT 2024","14","tests.backend","test_build","TestBuild","","","Проверка невозможность создания билда с пустым телом","Тест проверяет невозможность создания билда c пустым телом"
"passed","Sun Apr 07 09:14:50 GMT 2024","Sun Apr 07 09:14:50 GMT 2024","41","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 09:14:19 GMT 2024","Sun Apr 07 09:14:19 GMT 2024","454","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 09:15:41 GMT 2024","Sun Apr 07 09:15:41 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 09:14:40 GMT 2024","Sun Apr 07 09:14:40 GMT 2024","41","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 09:15:16 GMT 2024","Sun Apr 07 09:15:16 GMT 2024","21","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 09:15:31 GMT 2024","Sun Apr 07 09:15:31 GMT 2024","32","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
