"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 08:54:13 GMT 2024","Sun Apr 07 08:54:13 GMT 2024","37","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:54:19 GMT 2024","Sun Apr 07 08:54:19 GMT 2024","33","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:55:20 GMT 2024","Sun Apr 07 08:55:20 GMT 2024","25","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:55:15 GMT 2024","Sun Apr 07 08:55:15 GMT 2024","10","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта с пустым телом","Тест проверяет невозможность создания проекта c пустым телом"
"passed","Sun Apr 07 08:55:10 GMT 2024","Sun Apr 07 08:55:10 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:54:24 GMT 2024","Sun Apr 07 08:54:24 GMT 2024","26","tests.backend","test_build","TestBuild","","","Проверка невозможность создания билда с пустым телом","Тест проверяет невозможность создания билда c пустым телом"
"passed","Sun Apr 07 08:54:08 GMT 2024","Sun Apr 07 08:54:08 GMT 2024","574","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:54:54 GMT 2024","Sun Apr 07 08:54:54 GMT 2024","44","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:55:00 GMT 2024","Sun Apr 07 08:55:00 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:54:29 GMT 2024","Sun Apr 07 08:54:29 GMT 2024","61","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:55:30 GMT 2024","Sun Apr 07 08:55:30 GMT 2024","32","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:54:49 GMT 2024","Sun Apr 07 08:54:49 GMT 2024","60","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:54:39 GMT 2024","Sun Apr 07 08:54:39 GMT 2024","27","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:54:34 GMT 2024","Sun Apr 07 08:54:34 GMT 2024","49","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:55:05 GMT 2024","Sun Apr 07 08:55:05 GMT 2024","22","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:55:25 GMT 2024","Sun Apr 07 08:55:25 GMT 2024","30","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:54:44 GMT 2024","Sun Apr 07 08:54:44 GMT 2024","78","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
