"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 07 08:46:34 GMT 2024","Sun Apr 07 08:46:34 GMT 2024","30","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:47:20 GMT 2024","Sun Apr 07 08:47:20 GMT 2024","27","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:46:08 GMT 2024","Sun Apr 07 08:46:08 GMT 2024","595","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:46:49 GMT 2024","Sun Apr 07 08:46:49 GMT 2024","101","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:47:04 GMT 2024","Sun Apr 07 08:47:04 GMT 2024","22","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:46:28 GMT 2024","Sun Apr 07 08:46:29 GMT 2024","36","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Sun Apr 07 08:47:09 GMT 2024","Sun Apr 07 08:47:10 GMT 2024","21","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:46:54 GMT 2024","Sun Apr 07 08:46:54 GMT 2024","49","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:46:59 GMT 2024","Sun Apr 07 08:46:59 GMT 2024","28","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Sun Apr 07 08:47:15 GMT 2024","Sun Apr 07 08:47:15 GMT 2024","7","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта с пустым телом","Тест проверяет невозможность создания проекта c пустым телом"
"passed","Sun Apr 07 08:46:23 GMT 2024","Sun Apr 07 08:46:23 GMT 2024","15","tests.backend","test_build","TestBuild","","","Проверка невозможность создания билда с пустым телом","Тест проверяет невозможность создания билда c пустым телом"
"passed","Sun Apr 07 08:46:13 GMT 2024","Sun Apr 07 08:46:13 GMT 2024","36","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:46:44 GMT 2024","Sun Apr 07 08:46:44 GMT 2024","89","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Sun Apr 07 08:47:25 GMT 2024","Sun Apr 07 08:47:25 GMT 2024","22","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:47:30 GMT 2024","Sun Apr 07 08:47:30 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Sun Apr 07 08:46:18 GMT 2024","Sun Apr 07 08:46:18 GMT 2024","27","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Sun Apr 07 08:46:39 GMT 2024","Sun Apr 07 08:46:39 GMT 2024","41","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
