"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 15:32:44 GMT 2024","Fri Apr 05 15:32:44 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Fri Apr 05 15:31:37 GMT 2024","Fri Apr 05 15:31:37 GMT 2024","15","tests.backend","test_build","TestBuild","","","Проверка невозможность создания билда с пустым телом","Тест проверяет невозможность создания билда c пустым телом"
"passed","Fri Apr 05 15:31:27 GMT 2024","Fri Apr 05 15:31:27 GMT 2024","34","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Fri Apr 05 15:32:28 GMT 2024","Fri Apr 05 15:32:28 GMT 2024","6","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта с пустым телом","Тест проверяет невозможность создания проекта c пустым телом"
"passed","Fri Apr 05 15:31:22 GMT 2024","Fri Apr 05 15:31:22 GMT 2024","484","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
"passed","Fri Apr 05 15:31:58 GMT 2024","Fri Apr 05 15:31:58 GMT 2024","76","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Fri Apr 05 15:31:48 GMT 2024","Fri Apr 05 15:31:48 GMT 2024","26","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Fri Apr 05 15:31:53 GMT 2024","Fri Apr 05 15:31:53 GMT 2024","27","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Fri Apr 05 15:32:13 GMT 2024","Fri Apr 05 15:32:13 GMT 2024","18","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Fri Apr 05 15:32:23 GMT 2024","Fri Apr 05 15:32:23 GMT 2024","22","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Fri Apr 05 15:32:03 GMT 2024","Fri Apr 05 15:32:03 GMT 2024","44","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Fri Apr 05 15:32:18 GMT 2024","Fri Apr 05 15:32:18 GMT 2024","19","tests.backend","test_project","TestProjectCreate","","","Проверка создания проекта","Тест проверяет создание нового проекта"
"passed","Fri Apr 05 15:31:43 GMT 2024","Fri Apr 05 15:31:43 GMT 2024","38","tests.backend","test_build","TestBuild","","","Проверка невозможности создания одинаковых билдов","Тест проверяет невозможность создания одинаковых билдов"
"passed","Fri Apr 05 15:32:39 GMT 2024","Fri Apr 05 15:32:39 GMT 2024","21","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Fri Apr 05 15:32:33 GMT 2024","Fri Apr 05 15:32:33 GMT 2024","24","tests.backend","test_project","TestProjectCreate","","","Проверка невозможность создания проекта c занятым именем","Тест проверяет невозможность создания проекта c уже занятым именем"
"passed","Fri Apr 05 15:32:08 GMT 2024","Fri Apr 05 15:32:08 GMT 2024","35","tests.backend","test_build","TestBuild","","","Проверка удаления билда","Тест проверяет удаление билда"
"passed","Fri Apr 05 15:31:32 GMT 2024","Fri Apr 05 15:31:32 GMT 2024","31","tests.backend","test_build","TestBuild","","","Проверка создания билда","Тест проверяет создание нового билда"
